personId,Name,BirthYear,DeathYear,Profession,KnownForTitles
nm0000383,Jennifer Ehle,1969,NULL,"actress,archive_footage","tt1790885,tt2392830,tt4919484,tt0112130"
nm0000384,Danny Elfman,1953,NULL,"music_department,composer,actor","tt0107688,tt0121164,tt0367594,tt0119654"
nm0000385,Sam Elliott,1944,NULL,"actor,producer,writer","tt1517451,tt0286716,tt5655222,tt0098206"
nm0000386,Roland Emmerich,1955,NULL,"writer,producer,director","tt0116629,tt0120685,tt0319262,tt1628841"
nm0000387,Robert Englund,1947,NULL,"actor,miscellaneous,director","tt0087800,tt0095742,tt0093629,tt0329101"
nm0000388,R. Lee Ermey,1944,2018,"actor,miscellaneous,producer","tt0093058,tt0114369,tt0324216,tt0095647"
nm0000389,Emilio Estevez,1962,NULL,"actor,director,producer","tt1441912,tt0308055,tt3294746,tt0100994"
nm0000391,Rupert Everett,1959,NULL,"actor,producer,writer","tt0119738,tt2404639,tt0109592,tt0122541"
nm0000393,Peter Falk,1927,2011,"actor,producer,director","tt1466074,tt0074937,tt0093779,tt0281322"
nm0000397,Corey Feldman,NULL,NULL,"actor,producer,director","tt0092005,tt0093437,tt0089218,tt0096734"
nm0000398,Sally Field,1946,NULL,"actress,producer,director","tt0443272,tt0109830,tt0076729,tt0098384"
nm0000399,David Fincher,1962,NULL,"producer,director,writer","tt0114369,tt2267998,tt0443706,tt1285016"
nm0000400,Linda Fiorentino,1958,NULL,"actress,soundtrack,archive_footage","tt0110308,tt0119654,tt0120655,tt0088680"
nm0000401,Laurence Fishburne,1961,NULL,"actor,producer,director","tt0133093,tt1598778,tt0234215,tt0327056"
nm0000402,Carrie Fisher,1956,2016,"actress,miscellaneous,writer","tt0076759,tt2527336,tt0086190,tt0080684"
nm0000403,Bridget Fonda,1964,NULL,"actress,soundtrack,archive_footage","tt0120324,tt0107843,tt0105414,tt0139414"
nm0000407,Vivica A. Fox,1964,NULL,"actress,producer,director","tt0116629,tt0266697,tt0373474,tt0118688"
nm0000409,Brendan Fraser,1968,NULL,"actor,producer,art_department","tt0120616,tt0375679,tt0209163,tt13833688"
nm0000410,Stephen Fry,1957,NULL,"actor,producer,writer","tt0280707,tt0434409,tt0120514,tt0371724"
nm0000411,Edward Furlong,1977,NULL,"actor,producer,soundtrack","tt0103064,tt0165710,tt0120586,tt0107130"
nm0000412,Andy Garcia,1956,NULL,"actor,producer,director","tt0240772,tt1981128,tt0099674,tt0349903"
nm0000413,Janeane Garofalo,1964,NULL,"actress,writer,producer","tt0132347,tt0117979,tt0382932,tt0243655"
nm0000414,Teri Garr,1944,2024,"actress,miscellaneous,soundtrack","tt0084805,tt0075860,tt0072431,tt0085970"
nm0000416,Terry Gilliam,1940,NULL,"director,writer,actor","tt0088846,tt0071853,tt0081633,tt1054606"
nm0000417,Crispin Glover,NULL,NULL,"actor,director,writer","tt0118141,tt0310357,tt0091860,tt7972570"
nm0000418,Danny Glover,1946,NULL,"actor,producer,director","tt0093409,tt0122151,tt0097733,tt1190080"
nm0000420,Valeria Golino,1965,NULL,"actress,writer,producer","tt0095953,tt8613070,tt0102059,tt0107144"
nm0000421,Cuba Gooding Jr.,1968,NULL,"actor,writer,producer","tt0116695,tt0316465,tt0114069,tt0250687"
nm0000422,John Goodman,1952,NULL,"actor,producer,soundtrack","tt1179933,tt0101410,tt1024648,tt1907668"
nm0000424,Hugh Grant,1960,NULL,"actor,soundtrack,archive_footage","tt0314331,tt0276751,tt0109831,tt0125439"
nm0000426,Jennifer Grey,1960,NULL,"actress,producer,miscellaneous","tt0092890,tt0091042,tt0087985,tt21823606"
nm0000427,Pam Grier,1949,NULL,"actress,writer,soundtrack","tt0119396,tt0228333,tt0069897,tt0071517"
nm0000431,Taylor Hackford,1944,NULL,"producer,director,writer","tt0350258,tt0106469,tt0109642,tt0084434"
nm0000432,Gene Hackman,1930,2025,"actor,producer,stunts","tt0067116,tt0265666,tt0105695,tt0069113"
nm0000434,Mark Hamill,NULL,NULL,"actor,producer,director","tt0076759,tt2527336,tt0080684,tt0086190"
nm0000435,Daryl Hannah,1960,NULL,"actress,producer,director","tt0094291,tt0378194,tt0088161,tt0083658"
nm0000436,Curtis Hanson,1945,2016,"director,producer,writer","tt0119488,tt0388125,tt0104389,tt0185014"
nm0000437,Woody Harrelson,1961,NULL,"actor,producer,director","tt2356777,tt0117318,tt0110632,tt5027774"
nm0000438,Ed Harris,1950,NULL,"actor,producer,director","tt0800308,tt0183659,tt0120382,tt0112384"
nm0000439,Neil Patrick Harris,1973,NULL,"actor,producer,writer","tt4834206,tt0460649,tt2267998,tt0120201"
nm0000442,Rutger Hauer,1944,2019,"actor,producer,director","tt1640459,tt0083658,tt0091209,tt0372784"
nm0000445,Dan Hedaya,1940,NULL,"actor,soundtrack,archive_footage","tt0114814,tt0112697,tt0166924,tt0088944"
nm0000448,Lance Henriksen,1940,NULL,"actor,producer,miscellaneous","tt0090605,tt0107076,tt0370263,tt0103644"
nm0000450,Philip Seymour Hoffman,1967,2014,"actor,producer,director","tt1560747,tt0379725,tt0292963,tt0175880"
nm0000452,Lauren Holly,1963,NULL,"actress,producer,writer","tt0109686,tt0103512,tt0106770,tt0116130"
nm0000453,Ian Holm,1931,2020,"actor,animation_department,miscellaneous","tt0120737,tt0167260,tt0088846,tt0382932"
nm0000454,Dennis Hopper,1936,2010,"actor,director,writer","tt0064276,tt0090756,tt0111257,tt0114898"
nm0000455,John Hughes,1950,2009,"writer,producer,director","tt0093748,tt0088847,tt0098554,tt0090305"
nm0000456,Holly Hunter,1958,NULL,"actress,producer,miscellaneous","tt0092699,tt0328538,tt0107822,tt3606756"
nm0000457,John Hurt,1940,2017,"actor,soundtrack,archive_footage","tt0087803,tt0078748,tt0080678,tt0077928"
nm0000458,William Hurt,1950,2022,"actor,producer,archive_footage","tt0399146,tt0120738,tt0092699,tt0080360"
nm0000460,Jeremy Irons,1948,NULL,"actor,producer,director","tt0094964,tt0110357,tt2094766,tt2975590"
nm0000461,Michael Ironside,1950,NULL,"actor,producer,writer","tt0120201,tt0100802,tt0081455,tt0092099"
nm0000463,Famke Janssen,1964,NULL,"actress,writer,producer","tt0376994,tt0113189,tt0120903,tt0185371"
nm0000466,Jean-Pierre Jeunet,1953,NULL,"director,writer,producer","tt0344510,tt0211915,tt0101700,tt0112682"
nm0000467,Don Johnson,1949,NULL,"actor,producer,director","tt0086759,tt0072730,tt1853728,tt8946378"
nm0000469,James Earl Jones,1931,2024,"actor,soundtrack,archive_footage","tt3748528,tt6105098,tt0097351,tt0086190"
nm0000470,Jeffrey Jones,1946,NULL,"actor,miscellaneous,soundtrack","tt0086879,tt0091225,tt0091042,tt0109707"
nm0000473,Diane Keaton,1946,NULL,"actress,producer,director","tt0075686,tt0337741,tt0356680,tt0082979"
nm0000474,Michael Keaton,1951,NULL,"actor,miscellaneous,producer","tt2562232,tt1895587,tt4276820,tt0096895"
nm0000480,Elias Koteas,1961,NULL,"actor,producer,archive_footage","tt0120863,tt0822854,tt0100758,tt1709143"
nm0000486,Heather Langenkamp,1964,NULL,"actress,writer,producer","tt0087800,tt0111686,tt0094490,tt13444912"
nm0000487,Ang Lee,1954,NULL,"director,producer,writer","tt0107156,tt0190332,tt0454876,tt0808357"
nm0000489,Christopher Lee,1922,2015,"actor,miscellaneous,producer","tt0121765,tt0120737,tt0070917,tt0167261"
nm0000490,Spike Lee,1957,NULL,"director,producer,writer","tt0097216,tt0104797,tt0091939,tt0102175"
nm0000491,John Leguizamo,1960,NULL,"actor,producer,writer","tt0203009,tt0120177,tt0162677,tt0117509"
nm0000492,Jennifer Jason Leigh,1962,NULL,"actress,producer,writer","tt3460252,tt0105414,tt0108122,tt0109642"
nm0000493,Jack Lemmon,1925,2001,"actor,producer,director","tt0053604,tt0104348,tt0053291,tt0107050"
nm0000494,Robert Sean Leonard,1969,NULL,"actor,soundtrack","tt0097165,tt0412142,tt0107616,tt0106226"
nm0000495,Téa Leoni,1966,NULL,"actress,producer,miscellaneous","tt0218967,tt0163025,tt0120647,tt0112442"
nm0000496,Juliette Lewis,1973,NULL,"actress,director,producer","tt1322269,tt0101540,tt0110632,tt0116367"
nm0000497,Jennifer Lien,1974,NULL,"actress,producer,script_department","tt0112178,tt0120586,tt0133189,tt0106100"
nm0000500,Richard Linklater,1960,NULL,"producer,director,writer","tt0243017,tt2209418,tt1065073,tt0102943"
nm0000501,Ray Liotta,1954,2022,"actor,producer,soundtrack","tt0099685,tt0097351,tt0272207,tt0091983"
nm0000502,Christopher Lloyd,1938,NULL,"actor,producer,soundtrack","tt0088763,tt0106220,tt0096438,tt0101272"
nm0000506,Julia Louis-Dreyfus,1961,NULL,"actress,producer,writer","tt0098904,tt2390361,tt1759761,tt0462128"
nm0000507,Rob Lowe,1964,NULL,"actor,producer,writer","tt0090060,tt1291580,tt0086066,tt0105793"
nm0000510,Andie MacDowell,1958,NULL,"actress,producer,writer","tt0107048,tt0098724,tt0109831,tt0102070"
nm0000512,Elle Macpherson,1964,NULL,"producer,actress,soundtrack","tt0119051,tt0118688,tt0108778,tt0111201"
nm0000513,William H. Macy,1950,NULL,"actor,writer,producer","tt0116282,tt0175880,tt1586680,tt0118749"
nm0000514,Michael Madsen,1957,NULL,"actor,producer,writer","tt3460252,tt0266697,tt0114508,tt0086567"
nm0000518,John Malkovich,1953,NULL,"actor,producer,writer","tt0107206,tt0120601,tt0094947,tt0887883"
nm0000519,David Mamet,1947,NULL,"writer,producer,director","tt0093223,tt0120202,tt0104348,tt0120885"
nm0000520,Michael Mann,1943,NULL,"producer,writer,director","tt0140352,tt0369339,tt0104691,tt0083190"
nm0000521,Sophie Marceau,1966,NULL,"actress,director,writer","tt0082100,tt0143145,tt0112573,tt1194616"
nm0000522,Vanessa Marcil,1968,NULL,"actress,archive_footage","tt0117500,tt0056758,tt0364828,tt0098749"
nm0000526,Samantha Mathis,1970,NULL,"actress,executive,soundtrack","tt0115759,tt0144084,tt0108255,tt0100436"
nm0000529,Debi Mazar,1964,NULL,"actress,make_up_department,producer","tt0112950,tt0140352,tt0106375,tt1767372"
nm0000531,Frances McDormand,1957,NULL,"actress,producer,soundtrack","tt0116282,tt5027774,tt1748122,tt0181875"
nm0000532,Malcolm McDowell,1943,NULL,"actor,producer,writer","tt0066921,tt0111280,tt0080025,tt0373883"
nm0000534,Kelly McGillis,1957,NULL,"actress,producer,soundtrack","tt0092099,tt0090329,tt0094608,tt0093467"
nm0000535,Rose McGowan,1973,NULL,"actress,producer,director","tt1077258,tt0155776,tt0462322,tt0158552"
nm0000537,Steve McQueen,1930,1980,"actor,producer,stunts","tt0057115,tt0063688,tt0070511,tt0062765"
nm0000538,Colm Meaney,1953,NULL,"actor,producer,soundtrack","tt0106145,tt0105690,tt0375912,tt0118880"
nm0000539,Dina Meyer,NULL,NULL,"actress,producer,archive_footage","tt0120201,tt0113481,tt0387564,tt0116136"
nm0000545,Helen Mirren,1945,NULL,"actress,producer,director","tt0436697,tt0280707,tt1245526,tt0975645"
nm0000546,Matthew Modine,1959,NULL,"actor,producer,director","tt0093058,tt0112760,tt1345836,tt0086969"
nm0000547,Alfred Molina,1953,NULL,"actor,producer,director","tt0316654,tt0120679,tt0175880,tt0241303"
nm0000550,Kate Mulgrew,1955,NULL,"actress,producer,writer","tt0112178,tt2372162,tt0253754,tt0089901"
nm0000551,Dermot Mulroney,1963,NULL,"actor,music_department,producer","tt0119738,tt1322269,tt0372532,tt0096487"
nm0000552,Eddie Murphy,1961,NULL,"actor,writer,producer","tt0097481,tt0117218,tt0092644,tt0443489"
nm0000553,Liam Neeson,1952,NULL,"actor,producer,soundtrack","tt0362269,tt0108052,tt1601913,tt0429493"
nm0000554,Sam Neill,1947,NULL,"actor,producer,director","tt0107290,tt4698684,tt0104850,tt0163025"
nm0000555,Judd Nelson,1959,NULL,"actor,writer,producer","tt0088847,tt0090060,tt0092106,tt1300851"
nm0000556,Olivia Newton-John,1948,2022,"music_artist,actress,music_department","tt0077631,tt0081777,tt0086494,tt0119094"
nm0000558,Leslie Nielsen,1926,2010,"actor,producer,writer","tt0080339,tt0102510,tt0095705,tt0120901"
nm0000559,Leonard Nimoy,1931,2015,"actor,producer,director","tt0092007,tt0102975,tt0088170,tt0796366"
nm0000560,Nick Nolte,1941,NULL,"actor,producer,soundtrack","tt1291584,tt0118564,tt0102713,tt0120863"
nm0000563,Chris O'Donnell,1970,NULL,"actor,producer,director","tt0118688,tt0105323,tt0108333,tt0190865"
nm0000564,Peter O'Toole,1932,2013,"actor,producer,director","tt0056172,tt0063227,tt0332452,tt0081568"
nm0000566,Julia Ormond,1965,NULL,"actress,producer,archive_footage","tt0421715,tt0114319,tt1655420,tt1278469"
nm0000568,Frank Oz,1944,NULL,"actor,miscellaneous,director","tt0074028,tt0063951,tt0080684,tt0086190"
nm0000569,Gwyneth Paltrow,1972,NULL,"actress,producer,director","tt0138097,tt0120148,tt1300854,tt0116191"
nm0000571,Mary-Louise Parker,1964,NULL,"actress,miscellaneous,soundtrack","tt1245526,tt0439100,tt0318997,tt0790736"
nm0000576,Sean Penn,1960,NULL,"actor,producer,director","tt0327056,tt0315733,tt1013753,tt0112818"
nm0000578,Anthony Perkins,1932,1992,"actor,director,writer","tt0054215,tt0086154,tt0091799,tt0065528"
nm0000579,Ron Perlman,1950,NULL,"actor,producer,director","tt3973768,tt0411477,tt0167190,tt0092319"
nm0000580,Luke Perry,1966,2019,"actor,producer,director","tt0098749,tt0119116,tt0103893,tt7131622"
nm0000582,Joe Pesci,1943,NULL,"actor,producer,soundtrack","tt0099685,tt0081398,tt1302006,tt0104952"
nm0000583,Wolfgang Petersen,1941,2022,"director,writer,producer","tt0082096,tt0089092,tt0088323,tt0118571"
nm0000586,Jada Pinkett Smith,1971,NULL,"producer,actress,writer","tt0242653,tt0114608,tt0120082,tt0369339"
nm0000587,Donald Pleasence,1919,1995,"actor,writer,director","tt0082495,tt0077651,tt0062512,tt0057115"
nm0000588,Martha Plimpton,1970,NULL,"actress,writer,producer","tt0089218,tt0091557,tt0115639,tt0096018"
nm0000591,Roman Polanski,1933,NULL,"director,actor,writer","tt0071315,tt0074811,tt1139328,tt1692486"
nm0000592,Pete Postlethwaite,1946,2011,"actor,producer,archive_footage","tt0114814,tt0840361,tt0119567,tt1375666"
nm0000593,Kelly Preston,1962,2020,"actress,soundtrack,archive_footage","tt0185183,tt0405325,tt0312528,tt0116695"
nm0000596,Jonathan Pryce,1947,NULL,"actor,producer,soundtrack","tt8404614,tt0088846,tt0120347,tt3750872"
nm0000597,Bill Pullman,1953,NULL,"actor,director,producer","tt0116629,tt1628841,tt0094012,tt0116922"
nm0000598,Dennis Quaid,1954,NULL,"actor,producer,music_department","tt0297884,tt0319262,tt0186151,tt0093260"
nm0000599,Kathleen Quinlan,1954,NULL,"actress,producer,director","tt0112384,tt0118771,tt0101761,tt0120633"
nm0000600,Sam Raimi,1959,NULL,"producer,writer,actor","tt0145487,tt0083907,tt0106308,tt0099365"
nm0000601,Harold Ramis,1944,2014,"writer,actor,producer","tt0087332,tt0107048,tt0083131,tt0478311"
nm0000602,Robert Redford,1936,NULL,"producer,actor,director","tt0087781,tt0081283,tt0064115,tt0074119"
nm0000603,Vanessa Redgrave,1937,NULL,"actress,producer,director","tt0783233,tt1372686,tt0104454,tt0892318"
nm0000604,John C. Reilly,1965,NULL,"actor,writer,producer","tt0299658,tt0841046,tt2015381,tt0118749"
nm0000606,Jean Reno,1948,NULL,"actor,archive_footage,archive_sound","tt0110413,tt0095250,tt0122690,tt0383216"
nm0000607,Paul Reubens,1952,2023,"actor,writer,director","tt0090500,tt0089791,tt0094744,tt0251640"
nm0000608,Burt Reynolds,1936,2018,"producer,actor,director","tt0118749,tt0076729,tt0082136,tt0117765"
nm0000609,Ving Rhames,1959,NULL,"actor,producer,writer","tt0110912,tt0120755,tt0163988,tt2381249"
nm0000610,Giovanni Ribisi,1974,NULL,"actor,producer,cinematographer","tt0181984,tt0346156,tt0499549,tt0219699"
nm0000611,Ariana Richards,1979,NULL,"actress,archive_footage","tt0107290,tt0100814,tt0119567,tt0259685"
nm0000612,Denise Richards,1971,NULL,"actress,producer,executive","tt0143145,tt0120201,tt0120890,tt0314331"
nm0000613,Joely Richardson,1965,NULL,"actress,producer,soundtrack","tt0361217,tt0187393,tt0115433,tt1932718"
nm0000614,Alan Rickman,1946,2016,"actor,writer,director","tt0095016,tt0102798,tt0102744,tt0177789"
nm0000616,Eric Roberts,1956,NULL,"actor,producer,soundtrack","tt0089941,tt1791528,tt0468569,tt1320253"
nm0000619,Tim Roth,1961,NULL,"actor,producer,director","tt0114287,tt3460252,tt0110912,tt0133152"
nm0000620,Mickey Rourke,1952,NULL,"actor,writer,producer","tt0401792,tt1125849,tt0092563,tt1228705"
nm0000621,Kurt Russell,1951,NULL,"actor,producer,writer","tt0082340,tt3460252,tt0084787,tt0116225"
nm0000622,Theresa Russell,1957,NULL,"actress,miscellaneous,soundtrack","tt0413300,tt0120890,tt0080408,tt0098093"
nm0000623,Rene Russo,1954,NULL,"actress,producer,archive_footage","tt2872718,tt0155267,tt0117438,tt0122151"
nm0000624,Laura San Giacomo,1961,NULL,"actress,soundtrack,archive_footage","tt0098724,tt0100405,tt0102744,tt0118364"
nm0000625,Fred Savage,1976,NULL,"actor,director,producer","tt0094582,tt0093779,tt0090768,tt4481322"
nm0000630,Liev Schreiber,1967,NULL,"actor,producer,miscellaneous","tt1895587,tt0458525,tt0368008,tt0404030"
nm0000631,Ridley Scott,1937,NULL,"producer,director,production_designer","tt3659388,tt0083658,tt0103074,tt0172495"
nm0000632,Jerry Seinfeld,1954,NULL,"producer,writer,actor","tt0098904,tt0389790,tt14914430,tt2314952"
nm0000634,Peter Sellers,1925,1980,"actor,writer,director","tt0078841,tt0057012,tt0057413,tt0072081"
nm0000639,Ally Sheedy,1962,NULL,"actress,producer,soundtrack","tt0086567,tt0088847,tt0091949,tt0139362"
nm0000640,Martin Sheen,1940,NULL,"actor,producer,director","tt0407887,tt0069762,tt1441912,tt0078788"
nm0000641,Gary Sinise,1955,NULL,"actor,producer,director","tt0109830,tt0105046,tt0112384,tt0395843"
nm0000643,Tom Skerritt,1933,NULL,"actor,director,producer","tt0078748,tt0118884,tt0092099,tt0066026"
nm0000648,Wesley Snipes,1962,NULL,"actor,producer,stunts","tt0120611,tt0102526,tt0106697,tt0105812"
nm0000649,Paul Sorvino,1939,2022,"actor,director,producer","tt0102803,tt0963194,tt0099685,tt0113987"
nm0000652,James Spader,1960,NULL,"actor,producer,soundtrack","tt2741602,tt0402711,tt0098724,tt2395427"
nm0000654,Terence Stamp,1938,NULL,"actor,director,writer","tt0165854,tt0109045,tt1385826,tt0081573"
nm0000656,Madeleine Stowe,1958,NULL,"actress,director,writer","tt0114746,tt0144214,tt0108122,tt0104691"
nm0000657,David Strathairn,1949,NULL,"actor,producer,miscellaneous","tt0433383,tt0443272,tt0831387,tt0119488"
nm0000658,Meryl Streep,1949,NULL,"actress,writer,producer","tt0089755,tt1322269,tt0084707,tt0458352"
nm0000659,Barbra Streisand,1942,NULL,"music_artist,actress,producer","tt0062994,tt0086619,tt0117057,tt0070903"
nm0000661,Donald Sutherland,1935,2024,"actor,producer,writer","tt1951264,tt0414387,tt0067309,tt0066026"
nm0000662,Kiefer Sutherland,1966,NULL,"actor,producer,miscellaneous","tt0285331,tt0183649,tt0790686,tt1527186"
nm0000663,Dominique Swain,1980,NULL,"actress,producer,assistant_director","tt0119558,tt0119094,tt0426883,tt0203975"
nm0000664,Patrick Swayze,1952,2009,"actor,producer,miscellaneous","tt0092890,tt0099653,tt0102685,tt0114682"
nm0000665,D.B. Sweeney,NULL,NULL,"actor,writer,director","tt0104040,tt0106912,tt0463963,tt10128846"
nm0000666,Lili Taylor,1967,NULL,"actress,writer,producer","tt3488298,tt1457767,tt0116594"
nm0000667,David Thewlis,1963,NULL,"actor,writer,director","tt0107653,tt1201607,tt2980516,tt0466909"
nm0000668,Emma Thompson,1959,NULL,"actress,writer,producer","tt0114388,tt2140373,tt0107943,tt0314331"
nm0000669,Fred Thompson,1942,2015,"actor,archive_footage","tt0099810,tt0093640,tt1922777,tt0109190"
nm0000670,Lea Thompson,1961,NULL,"actress,director,producer","tt0088763,tt5039578,tt1727381,tt1758772"
nm0000671,Billy Bob Thornton,1955,NULL,"actor,writer,director","tt0117666,tt0120324,tt0243133,tt0219965"
nm0000673,Marisa Tomei,1964,NULL,"actress,producer,soundtrack","tt0104952,tt1125849,tt0247425,tt1596363"
nm0000674,Tamlyn Tomita,1966,NULL,"actress,writer,producer","tt0319262,tt0091326,tt0406759,tt0411951"
nm0000676,Chris Tucker,1971,NULL,"actor,writer,producer","tt0120812,tt0266915,tt1045658,tt0119695"
nm0000679,Deborah Kara Unger,1966,NULL,"actress,producer,miscellaneous","tt0119174,tt1441912,tt0384537,tt0328538"
nm0000680,Casper Van Dien,1968,NULL,"actor,producer,director","tt0120201,tt0437086,tt0162661,tt0120856"
nm0000681,Vince Vaughn,1970,NULL,"producer,actor,writer","tt0452594,tt1078940,tt0396269,tt5657856"
nm0000682,Paul Verhoeven,1938,NULL,"director,producer,writer","tt0093870,tt0389557,tt3716530,tt0120201"
nm0000683,Gore Vidal,1925,2012,"writer,actor,archive_footage","tt0119177,tt0111732,tt0080491,tt0041061"
nm0000685,Jon Voight,1938,NULL,"actor,producer,writer","tt0064665,tt0118615,tt0068473,tt0089941"
